Date,Top 10 tickers,Top 10 raw tickers,Top 10 count
2020-06-30,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT","AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT",10
2020-07-31,"AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT","AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT",10
2020-08-31,"AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT","AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, V, JNJ, WMT",10
2020-09-30,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, WMT, JNJ","AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, WMT, JNJ",10
2020-10-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, WMT, V, JNJ","AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, WMT, V, JNJ",10
2020-11-30,"AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, V, WMT, JNJ","AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, V, WMT, JNJ",10
2020-12-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, V, JNJ","AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, V, JNJ",10
2021-01-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, TSLA, META, BRK-B, JNJ, V","AAPL, MSFT, AMZN, GOOGL, GOOG, TSLA, META, BRK-B, JNJ, V",10
2021-02-28,"AAPL, MSFT, AMZN, GOOG, GOOGL, META, TSLA, BRK-B, V, JPM","AAPL, MSFT, AMZN, GOOG, GOOGL, META, TSLA, BRK-B, V, JPM",10
2021-03-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, JPM, V","AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, JPM, V",10
2021-04-30,"AAPL, MSFT, AMZN, GOOG, GOOGL, META, TSLA, BRK-B, V, JPM","AAPL, MSFT, AMZN, GOOG, GOOGL, META, TSLA, BRK-B, V, JPM",10
2021-05-31,"AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, TSLA, JPM, V","AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, TSLA, JPM, V",10
2021-06-30,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, V, NVDA","AAPL, MSFT, AMZN, GOOGL, GOOG, META, TSLA, BRK-B, V, NVDA",10
2021-07-31,"AAPL, MSFT, GOOGL, GOOG, AMZN, META, TSLA, BRK-B, V, NVDA","AAPL, MSFT, GOOGL, GOOG, AMZN, META, TSLA, BRK-B, V, NVDA",10
2021-08-31,"AAPL, MSFT, GOOGL, GOOG, AMZN, META, TSLA, BRK-B, NVDA, V","AAPL, MSFT, GOOGL, GOOG, AMZN, META, TSLA, BRK-B, NVDA, V",10
2021-09-30,"AAPL, MSFT, GOOG, GOOGL, AMZN, META, TSLA, BRK-B, NVDA, JPM","AAPL, MSFT, GOOG, GOOGL, AMZN, META, TSLA, BRK-B, NVDA, JPM",10
2021-10-31,"MSFT, AAPL, GOOGL, GOOG, AMZN, TSLA, META, BRK-B, NVDA, JPM","MSFT, AAPL, GOOGL, GOOG, AMZN, TSLA, META, BRK-B, NVDA, JPM",10
2021-11-30,"AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, NVDA, BRK-B, JPM","AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, NVDA, BRK-B, JPM",10
2021-12-31,"AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, NVDA, BRK-B, UNH","AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, NVDA, BRK-B, UNH",10
2022-01-31,"AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, BRK-B, NVDA, V","AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, META, BRK-B, NVDA, V",10
2022-02-28,"AAPL, MSFT, GOOG, GOOGL, AMZN, TSLA, BRK-B, NVDA, META, V","AAPL, MSFT, GOOG, GOOGL, AMZN, TSLA, BRK-B, NVDA, META, V",10
2022-03-31,"AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, BRK-B, NVDA, META, UNH","AAPL, MSFT, GOOGL, GOOG, AMZN, TSLA, BRK-B, NVDA, META, UNH",10
